activity_id,rep_id,hcp_id,account_id,date_id,activity_type,status,time_of_day,duration_min
453,2,1000000010,1002,20250324,call,completed,11:45,25
454,2,1000000022,1007,20250401,call,cancelled,16:00,38
455,2,1000000024,1001,20250401,lunch_meeting,completed,12:30,68
456,2,1000000002,1001,20250402,call,cancelled,12:30,40
457,2,1000000011,1006,20250403,call,completed,08:00,42
458,2,1000000005,1002,20250403,lunch_meeting,completed,12:30,88
459,2,1000000027,1005,20250407,call,completed,14:45,23
460,2,1000000023,1007,20250408,lunch_meeting,completed,11:00,64
461,2,1000000024,1000,20250409,call,completed,17:45,40
462,2,1000000019,1007,20250409,call,completed,13:00,42
463,2,1000000029,1002,20250410,lunch_meeting,cancelled,11:45,74
464,2,1000000002,1001,20250410,lunch_meeting,completed,11:15,90
465,2,1000000017,1001,20250411,lunch_meeting,completed,11:45,71
466,2,1000000022,1006,20250414,call,completed,16:00,15
467,2,1000000021,1002,20250414,lunch_meeting,cancelled,11:00,84
468,2,1000000011,1003,20250415,lunch_meeting,cancelled,11:15,77
469,2,1000000013,1006,20250416,call,completed,15:45,17
470,2,1000000028,1007,20250416,lunch_meeting,completed,12:00,63
471,2,1000000014,1000,20250417,call,completed,17:30,43
472,2,1000000022,1007,20250421,lunch_meeting,completed,11:15,87
473,2,1000000015,1005,20250421,lunch_meeting,completed,12:45,63
474,2,1000000008,1000,20250423,lunch_meeting,completed,13:15,77
475,2,1000000017,1005,20250423,call,completed,10:45,19
476,2,1000000024,1006,20250424,call,completed,11:15,18
477,2,1000000030,1006,20250424,call,completed,11:30,18
478,2,1000000002,1001,20250425,lunch_meeting,completed,13:30,64
479,2,1000000001,1000,20250428,lunch_meeting,completed,12:15,82
480,2,1000000006,1002,20250429,call,completed,17:30,31
481,2,1000000029,1006,20250429,lunch_meeting,cancelled,13:00,68
482,2,1000000011,1004,20250430,lunch_meeting,completed,11:45,79
483,2,1000000029,1004,20250501,lunch_meeting,completed,13:30,66
484,2,1000000007,1003,20250501,lunch_meeting,completed,13:00,82
485,2,1000000018,1005,20250505,call,completed,16:45,33
486,2,1000000019,1006,20250505,lunch_meeting,cancelled,12:00,76
487,2,1000000005,1000,20250508,call,completed,10:30,36
488,2,1000000005,1000,20250509,lunch_meeting,completed,13:00,71
489,2,1000000004,1003,20250512,lunch_meeting,completed,13:15,82
490,2,1000000002,1006,20250513,lunch_meeting,completed,13:15,90
491,2,1000000018,1000,20250513,call,completed,11:45,41
492,2,1000000023,1005,20250515,call,completed,11:30,29
493,2,1000000006,1001,20250515,call,cancelled,16:00,27
494,2,1000000009,1004,20250519,call,completed,12:00,25
495,2,1000000023,1002,20250520,call,completed,13:00,39
496,2,1000000020,1004,20250521,lunch_meeting,completed,13:15,62
497,2,1000000026,1005,20250521,call,cancelled,16:00,40
498,2,1000000006,1006,20250522,lunch_meeting,completed,11:15,81
499,2,1000000011,1005,20250522,lunch_meeting,completed,13:30,75
500,2,1000000012,1007,20250527,call,cancelled,17:15,45
501,2,1000000002,1005,20250527,lunch_meeting,cancelled,11:45,68
502,2,1000000024,1004,20250528,call,cancelled,13:45,30
503,2,1000000002,1004,20250528,call,completed,09:00,20
504,2,1000000018,1000,20250529,call,completed,11:45,41
505,2,1000000004,1003,20250529,lunch_meeting,completed,11:15,60
506,2,1000000023,1005,20250530,call,completed,08:15,40
507,2,1000000018,1001,20250602,call,cancelled,14:45,29
508,2,1000000013,1006,20250603,lunch_meeting,completed,13:00,77
509,2,1000000001,1001,20250603,call,completed,09:30,44
510,2,1000000004,1004,20250604,lunch_meeting,completed,12:45,72
511,2,1000000013,1000,20250604,lunch_meeting,completed,11:15,83
512,2,1000000026,1004,20250605,call,completed,13:00,32
513,2,1000000020,1006,20250612,call,completed,13:15,28
514,2,1000000029,1002,20250612,call,completed,17:30,21
515,2,1000000026,1000,20250617,lunch_meeting,completed,11:30,81
516,2,1000000003,1004,20250617,call,completed,17:45,45
517,2,1000000012,1002,20250618,call,completed,17:00,43
518,2,1000000016,1007,20250620,lunch_meeting,completed,12:15,78
519,2,1000000012,1005,20250623,lunch_meeting,completed,12:15,85
520,2,1000000008,1006,20250623,lunch_meeting,completed,11:30,88
521,2,1000000015,1007,20250624,lunch_meeting,completed,12:00,65
522,2,1000000020,1001,20250625,lunch_meeting,cancelled,11:15,68
523,2,1000000024,1001,20250625,call,cancelled,16:00,41
524,2,1000000019,1006,20250626,call,cancelled,16:30,32
525,2,1000000029,1007,20250626,call,completed,11:30,19
526,2,1000000017,1001,20250627,lunch_meeting,completed,11:15,87
527,2,1000000022,1002,20250630,call,completed,10:15,38
528,2,1000000024,1007,20250630,lunch_meeting,completed,12:15,62
529,2,1000000012,1003,20250701,call,completed,16:30,27
530,2,1000000030,1007,20250702,call,completed,13:00,37
531,2,1000000021,1004,20250703,lunch_meeting,completed,13:00,72
532,2,1000000021,1006,20250703,lunch_meeting,completed,11:30,72
533,2,1000000013,1005,20250707,lunch_meeting,completed,12:00,76
534,2,1000000029,1002,20250707,lunch_meeting,completed,11:30,66
535,2,1000000020,1001,20250711,call,completed,13:00,30
536,2,1000000016,1007,20250714,call,completed,14:00,22
537,2,1000000002,1002,20250714,call,completed,16:00,43
538,2,1000000005,1000,20250715,call,completed,10:45,34
539,2,1000000019,1000,20250715,lunch_meeting,cancelled,11:45,79
540,2,1000000028,1007,20250716,call,completed,14:15,40
541,2,1000000027,1002,20250717,lunch_meeting,completed,13:15,89
542,2,1000000015,1001,20250717,call,completed,10:00,15
543,2,1000000028,1006,20250721,call,completed,10:45,43
544,2,1000000020,1000,20250721,call,completed,10:00,43
545,2,1000000021,1006,20250722,lunch_meeting,completed,11:45,67
546,2,1000000026,1007,20250722,lunch_meeting,completed,13:30,78
547,2,1000000005,1004,20250724,lunch_meeting,completed,11:30,79
548,2,1000000009,1003,20250725,call,completed,08:00,31
549,2,1000000021,1003,20250729,lunch_meeting,completed,11:15,73
550,2,1000000019,1004,20250730,lunch_meeting,cancelled,12:30,79
551,2,1000000009,1006,20250730,call,completed,16:45,20
552,2,1000000018,1007,20250731,lunch_meeting,cancelled,13:15,84
553,2,1000000024,1002,20250801,call,completed,15:15,18
554,2,1000000013,1005,20250805,call,completed,08:00,41
555,2,1000000005,1007,20250805,lunch_meeting,completed,12:15,71
556,2,1000000002,1006,20250807,lunch_meeting,scheduled,13:30,76
557,2,1000000010,1000,20250807,call,scheduled,15:45,15
558,2,1000000030,1004,20250811,call,scheduled,08:15,34
559,2,1000000006,1000,20250811,lunch_meeting,scheduled,11:00,65
560,2,1000000025,1006,20250813,lunch_meeting,scheduled,13:15,72
561,2,1000000007,1000,20250814,call,scheduled,09:30,38
562,2,1000000027,1005,20250814,lunch_meeting,scheduled,12:15,79
563,2,1000000030,1006,20250818,call,scheduled,12:15,28
564,2,1000000004,1001,20250819,lunch_meeting,scheduled,12:00,85
565,2,1000000017,1004,20250819,lunch_meeting,scheduled,13:15,90
566,2,1000000019,1007,20250820,call,scheduled,13:45,36
567,2,1000000029,1000,20250821,lunch_meeting,scheduled,11:30,62
568,2,1000000021,1003,20250822,call,scheduled,13:45,45
569,2,1000000017,1000,20250825,lunch_meeting,scheduled,11:30,62
570,2,1000000022,1005,20250826,call,scheduled,16:15,30
571,2,1000000012,1003,20250827,lunch_meeting,scheduled,11:15,75
572,2,1000000007,1003,20250828,call,scheduled,12:15,22
573,2,1000000007,1003,20250828,lunch_meeting,scheduled,11:00,63
574,2,1000000022,1007,20250901,call,scheduled,16:00,42
575,2,1000000016,1005,20250901,lunch_meeting,scheduled,12:30,75
576,2,1000000009,1006,20250903,call,scheduled,17:15,16
577,2,1000000017,1006,20250903,lunch_meeting,scheduled,13:00,76
578,2,1000000013,1002,20250904,lunch_meeting,scheduled,11:45,70
579,2,1000000007,1006,20250909,call,scheduled,13:30,34
580,2,1000000028,1004,20250909,call,scheduled,16:30,22
581,2,1000000016,1005,20250910,lunch_meeting,scheduled,11:45,73
582,2,1000000023,1005,20250912,lunch_meeting,scheduled,12:30,74
583,2,1000000005,1003,20250916,call,scheduled,12:15,32
584,2,1000000014,1006,20250916,call,scheduled,10:15,30
585,2,1000000016,1002,20250919,lunch_meeting,scheduled,12:30,68
586,2,1000000028,1000,20250922,lunch_meeting,scheduled,11:15,61
587,2,1000000007,1004,20250922,lunch_meeting,scheduled,13:00,74
588,2,1000000011,1004,20250923,lunch_meeting,scheduled,12:30,71
589,2,1000000001,1006,20250923,call,scheduled,13:15,33
590,2,1000000021,1002,20250924,lunch_meeting,scheduled,12:30,81
591,2,1000000017,1007,20250924,lunch_meeting,scheduled,11:45,79
592,2,1000000015,1002,20250925,call,scheduled,13:45,35
593,2,1000000028,1001,20250926,call,scheduled,10:30,22
594,2,1000000011,1004,20250929,lunch_meeting,scheduled,13:30,72
595,2,1000000029,1007,20250930,lunch_meeting,scheduled,13:30,76
596,2,1000000014,1002,20251001,call,scheduled,08:15,38
597,2,1000000024,1001,20251003,call,scheduled,10:45,18
598,2,1000000018,1000,20251008,call,scheduled,14:00,18
599,2,1000000020,1002,20251009,call,scheduled,14:30,22
600,2,1000000010,1007,20251013,call,scheduled,10:15,15
601,2,1000000002,1005,20251013,lunch_meeting,scheduled,12:45,87
602,2,1000000030,1004,20251014,lunch_meeting,scheduled,11:15,78
603,2,1000000020,1007,20251014,lunch_meeting,scheduled,13:30,80
604,2,1000000010,1005,20251015,lunch_meeting,scheduled,13:00,85
605,2,1000000003,1007,20251015,lunch_meeting,scheduled,12:45,68
606,2,1000000001,1000,20251017,call,scheduled,13:30,30
607,2,1000000001,1007,20251020,lunch_meeting,scheduled,12:00,84
608,2,1000000014,1004,20251020,call,scheduled,08:30,21
609,2,1000000029,1006,20251021,lunch_meeting,scheduled,11:15,82
610,2,1000000021,1006,20251022,lunch_meeting,scheduled,11:30,62
611,2,1000000014,1003,20251022,lunch_meeting,scheduled,12:30,73
612,2,1000000004,1007,20251029,lunch_meeting,scheduled,12:45,66
613,2,1000000001,1002,20251030,call,scheduled,16:00,20
614,2,1000000009,1002,20251103,lunch_meeting,scheduled,13:00,67
615,2,1000000007,1005,20251107,lunch_meeting,scheduled,12:45,71
616,2,1000000023,1000,20251110,lunch_meeting,scheduled,11:15,61
617,2,1000000025,1006,20251111,call,scheduled,16:45,20
618,2,1000000027,1006,20251113,call,scheduled,09:15,27
619,2,1000000008,1000,20251114,call,scheduled,15:00,31
620,2,1000000007,1007,20251117,lunch_meeting,scheduled,13:15,89
621,2,1000000011,1002,20251117,call,scheduled,16:00,23
622,2,1000000021,1004,20251118,call,scheduled,13:00,42
623,2,1000000007,1001,20251119,call,scheduled,14:30,15
624,2,1000000006,1004,20251119,call,scheduled,14:15,15
625,2,1000000023,1002,20251121,lunch_meeting,scheduled,11:15,65
626,2,1000000003,1005,20251124,call,scheduled,08:30,35
627,2,1000000018,1001,20251126,call,scheduled,15:15,25
628,2,1000000018,1005,20251126,lunch_meeting,scheduled,13:00,60
629,2,1000000013,1005,20251127,call,scheduled,12:00,30
630,2,1000000023,1007,20251127,lunch_meeting,scheduled,13:30,75
631,2,1000000006,1005,20251201,lunch_meeting,scheduled,13:15,68
632,2,1000000028,1002,20251201,call,scheduled,16:15,29
633,2,1000000027,1004,20251202,lunch_meeting,scheduled,12:00,84
634,2,1000000017,1006,20251203,call,scheduled,08:30,39
635,2,1000000020,1003,20251203,lunch_meeting,scheduled,13:00,81
636,2,1000000027,1006,20251204,call,scheduled,16:45,39
637,2,1000000018,1002,20251204,lunch_meeting,scheduled,12:45,80
638,2,1000000004,1001,20251205,call,scheduled,08:15,20
639,2,1000000007,1001,20251211,call,scheduled,17:45,36
640,2,1000000017,1004,20251212,call,scheduled,13:15,34
641,2,1000000003,1000,20251215,call,scheduled,15:00,29
642,2,1000000026,1000,20251215,lunch_meeting,scheduled,13:30,90
643,2,1000000027,1005,20251216,call,scheduled,17:30,31
644,2,1000000003,1004,20251218,call,scheduled,11:00,18
645,2,1000000024,1003,20251218,lunch_meeting,scheduled,11:15,76
646,2,1000000021,1002,20251222,lunch_meeting,scheduled,13:00,84
647,2,1000000021,1005,20251222,lunch_meeting,scheduled,13:30,73
648,2,1000000017,1005,20251226,call,scheduled,16:45,44
649,2,1000000029,1005,20251229,lunch_meeting,scheduled,12:45,84
650,2,1000000014,1005,20251230,call,scheduled,17:15,27
651,2,1000000025,1004,20251230,lunch_meeting,scheduled,12:45,90
652,2,1000000001,1000,20251231,lunch_meeting,scheduled,13:00,76
653,3,1000000001,1004,20240802,call,completed,13:00,39
654,3,1000000027,1004,20240805,call,completed,15:30,19
655,3,1000000005,1004,20240805,lunch_meeting,cancelled,11:15,68
656,3,1000000003,1006,20240806,call,completed,13:45,20
657,3,1000000027,1001,20240807,lunch_meeting,completed,13:15,62
658,3,1000000012,1006,20240809,lunch_meeting,cancelled,11:15,83
659,3,1000000028,1000,20240812,lunch_meeting,completed,13:00,70
660,3,1000000018,1002,20240812,lunch_meeting,completed,11:15,61
661,3,1000000024,1006,20240813,lunch_meeting,completed,13:30,62
662,3,1000000008,1006,20240813,lunch_meeting,completed,11:15,70
663,3,1000000019,1000,20240815,lunch_meeting,completed,12:45,84
664,3,1000000018,1003,20240820,lunch_meeting,completed,13:00,77
665,3,1000000024,1003,20240821,call,completed,14:30,36
666,3,1000000030,1001,20240821,call,completed,14:30,26
667,3,1000000012,1000,20240823,lunch_meeting,completed,12:45,79
668,3,1000000002,1003,20240827,call,completed,10:00,18
669,3,1000000002,1003,20240828,call,cancelled,12:00,25
670,3,1000000023,1001,20240828,lunch_meeting,completed,11:30,66
671,3,1000000018,1003,20240829,call,completed,12:45,34
672,3,1000000024,1002,20240829,call,completed,16:00,23
673,3,1000000007,1004,20240903,call,completed,08:00,27
674,3,1000000009,1005,20240904,call,completed,14:15,27
675,3,1000000017,1001,20240904,lunch_meeting,completed,13:30,62
676,3,1000000015,1000,20240909,call,completed,16:30,25
677,3,1000000016,1006,20240909,call,completed,13:30,35
678,3,1000000008,1004,20240910,call,completed,14:00,45
679,3,1000000009,1003,20240911,call,completed,14:15,17
680,3,1000000024,1006,20240911,call,completed,17:15,28
681,3,1000000030,1005,20240912,lunch_meeting,completed,11:15,78
682,3,1000000023,1002,20240917,lunch_meeting,cancelled,11:15,70
683,3,1000000018,1001,20240919,call,completed,10:00,39
684,3,1000000011,1006,20240919,lunch_meeting,completed,13:30,89
685,3,1000000005,1003,20240920,call,completed,08:30,34
686,3,1000000020,1003,20240923,call,completed,08:30,17
687,3,1000000023,1007,20240923,call,completed,17:45,37
688,3,1000000012,1002,20240924,lunch_meeting,completed,11:15,66
689,3,1000000008,1000,20240924,lunch_meeting,completed,11:30,90
690,3,1000000008,1003,20240925,call,completed,15:45,37
691,3,1000000028,1007,20240926,call,completed,08:45,38
692,3,1000000013,1000,20240927,call,completed,08:15,31
693,3,1000000013,1000,20240930,lunch_meeting,completed,13:00,66
694,3,1000000010,1007,20240930,lunch_meeting,cancelled,12:45,65
695,3,1000000010,1000,20241001,call,completed,15:00,38
696,3,1000000004,1002,20241002,call,completed,13:45,15
697,3,1000000006,1007,20241002,call,cancelled,09:30,25
698,3,1000000021,1002,20241003,call,completed,15:30,17
699,3,1000000017,1006,20241003,call,completed,14:00,39
700,3,1000000019,1002,20241007,call,cancelled,10:00,28
701,3,1000000010,1007,20241008,lunch_meeting,completed,11:15,90
702,3,1000000001,1007,20241011,lunch_meeting,cancelled,13:00,79
703,3,1000000008,1003,20241014,lunch_meeting,completed,12:00,79
704,3,1000000001,1003,20241015,lunch_meeting,completed,13:00,61
705,3,1000000006,1002,20241015,call,completed,08:15,42
706,3,1000000019,1004,20241017,lunch_meeting,cancelled,11:00,73
707,3,1000000006,1002,20241017,lunch_meeting,completed,13:30,79
708,3,1000000024,1005,20241021,call,completed,12:30,26
709,3,1000000027,1001,20241022,lunch_meeting,completed,11:30,75
710,3,1000000011,1006,20241025,call,completed,17:00,18
711,3,1000000024,1001,20241028,lunch_meeting,completed,13:30,69
712,3,1000000014,1005,20241028,lunch_meeting,completed,13:15,89
713,3,1000000019,1007,20241030,lunch_meeting,completed,11:15,82
714,3,1000000010,1003,20241030,call,completed,15:00,38
715,3,1000000014,1000,20241101,lunch_meeting,completed,13:00,60
716,3,1000000007,1004,20241104,lunch_meeting,completed,12:30,76
717,3,1000000018,1005,20241104,call,completed,13:30,27
718,3,1000000019,1000,20241105,call,completed,13:45,44
719,3,1000000016,1000,20241105,call,completed,15:30,29
720,3,1000000030,1000,20241106,lunch_meeting,completed,13:15,77
721,3,1000000001,1003,20241107,lunch_meeting,completed,12:00,64
722,3,1000000009,1000,20241107,lunch_meeting,cancelled,13:30,86
723,3,1000000020,1006,20241111,call,completed,12:30,37
724,3,1000000002,1004,20241111,lunch_meeting,completed,11:30,74
725,3,1000000007,1004,20241112,call,completed,08:15,44
726,3,1000000017,1000,20241114,lunch_meeting,cancelled,11:15,70
727,3,1000000024,1004,20241115,lunch_meeting,completed,11:15,66
728,3,1000000002,1007,20241118,lunch_meeting,completed,13:00,60
729,3,1000000010,1000,20241118,call,completed,08:00,31
730,3,1000000024,1004,20241119,call,completed,12:15,25
731,3,1000000007,1003,20241119,lunch_meeting,completed,12:45,81
732,3,1000000005,1002,20241121,lunch_meeting,completed,13:30,76
733,3,1000000012,1005,20241126,lunch_meeting,completed,13:15,78
734,3,1000000008,1002,20241126,call,completed,13:45,16
735,3,1000000029,1000,20241129,call,completed,09:45,27
736,3,1000000020,1007,20241203,lunch_meeting,completed,11:00,89
737,3,1000000025,1007,20241203,call,completed,15:00,29
738,3,1000000022,1007,20241204,lunch_meeting,completed,11:15,87
739,3,1000000009,1005,20241205,lunch_meeting,completed,13:15,85
740,3,1000000028,1005,20241205,lunch_meeting,completed,11:45,63
741,3,1000000016,1007,20241206,call,completed,13:15,31
742,3,1000000027,1001,20241210,lunch_meeting,completed,11:30,77
743,3,1000000013,1006,20241211,call,completed,16:15,30
744,3,1000000003,1005,20241212,call,completed,17:45,40
745,3,1000000019,1005,20241213,call,completed,09:45,18
746,3,1000000020,1007,20241216,lunch_meeting,completed,12:15,69
747,3,1000000013,1001,20241216,call,completed,17:45,25
748,3,1000000021,1000,20241217,call,completed,10:00,39
749,3,1000000005,1007,20241219,lunch_meeting,completed,13:15,66
750,3,1000000007,1005,20241219,lunch_meeting,completed,13:15,89
751,3,1000000023,1005,20241220,call,completed,17:45,42
752,3,1000000002,1005,20241224,call,completed,16:30,18
753,3,1000000028,1000,20241225,call,completed,17:45,35
754,3,1000000023,1006,20241226,lunch_meeting,completed,13:00,81
755,3,1000000005,1003,20241230,lunch_meeting,completed,12:45,64
756,3,1000000028,1002,20241231,call,completed,08:15,38
757,3,1000000022,1006,20250101,call,completed,14:45,43
758,3,1000000020,1006,20250102,call,completed,14:45,27
759,3,1000000012,1003,20250102,call,completed,08:45,42
760,3,1000000017,1004,20250106,lunch_meeting,cancelled,13:15,61
761,3,1000000002,1007,20250106,lunch_meeting,completed,12:00,64
762,3,1000000024,1004,20250107,lunch_meeting,completed,13:30,62
763,3,1000000008,1007,20250107,call,completed,16:30,34
764,3,1000000018,1000,20250109,lunch_meeting,completed,12:30,73
765,3,1000000026,1004,20250110,lunch_meeting,completed,13:30,83
766,3,1000000024,1004,20250113,call,completed,17:15,33
767,3,1000000010,1000,20250115,lunch_meeting,completed,11:00,87
768,3,1000000026,1004,20250115,lunch_meeting,completed,12:30,87
769,3,1000000001,1001,20250116,call,cancelled,10:45,26
770,3,1000000026,1003,20250120,lunch_meeting,completed,13:00,70
771,3,1000000030,1002,20250123,lunch_meeting,completed,12:45,67
772,3,1000000022,1007,20250123,call,completed,13:00,35
773,3,1000000025,1001,20250124,call,completed,14:45,24
774,3,1000000024,1003,20250127,lunch_meeting,completed,12:45,68
775,3,1000000028,1006,20250129,call,completed,15:45,36
776,3,1000000011,1000,20250129,call,cancelled,13:45,34
777,3,1000000028,1004,20250130,lunch_meeting,completed,11:30,80
778,3,1000000019,1006,20250130,lunch_meeting,completed,13:00,83
779,3,1000000011,1002,20250203,lunch_meeting,completed,13:00,86
780,3,1000000003,1000,20250203,lunch_meeting,completed,11:45,71
781,3,1000000010,1004,20250205,call,completed,17:00,16
782,3,1000000020,1003,20250205,call,completed,09:00,42
783,3,1000000005,1006,20250206,call,cancelled,10:30,24
784,3,1000000015,1001,20250206,lunch_meeting,cancelled,12:45,82
785,3,1000000009,1002,20250207,call,completed,08:45,27
786,3,1000000002,1004,20250210,lunch_meeting,completed,11:45,89
787,3,1000000013,1002,20250212,lunch_meeting,completed,13:15,66
788,3,1000000020,1001,20250212,lunch_meeting,completed,11:00,62
789,3,1000000025,1007,20250214,call,cancelled,10:00,44
790,3,1000000013,1004,20250218,call,completed,14:00,31
791,3,1000000023,1007,20250218,lunch_meeting,completed,13:00,77
792,3,1000000023,1007,20250221,call,completed,13:30,36
793,3,1000000013,1000,20250224,call,completed,13:00,41
794,3,1000000025,1004,20250225,call,completed,08:45,36
795,3,1000000023,1006,20250227,call,completed,13:45,17
796,3,1000000024,1003,20250228,call,completed,08:15,30
797,3,1000000003,1004,20250303,lunch_meeting,completed,12:00,61
798,3,1000000002,1005,20250304,call,completed,11:45,45
799,3,1000000028,1002,20250305,call,cancelled,08:15,30
800,3,1000000021,1000,20250305,lunch_meeting,cancelled,13:00,67
801,3,1000000021,1002,20250306,call,completed,08:30,41
802,3,1000000026,1001,20250306,lunch_meeting,completed,13:00,86
803,3,1000000020,1003,20250311,call,completed,14:30,40
804,3,1000000022,1006,20250312,lunch_meeting,completed,13:30,77
805,3,1000000005,1005,20250312,call,completed,17:15,25
806,3,1000000005,1006,20250317,call,completed,16:15,29
807,3,1000000002,1002,20250319,call,completed,17:45,39
808,3,1000000006,1000,20250319,lunch_meeting,completed,11:15,89
809,3,1000000014,1007,20250321,call,completed,12:45,28
810,3,1000000023,1000,20250326,call,completed,17:00,35
811,3,1000000027,1004,20250326,lunch_meeting,completed,13:00,66
812,3,1000000012,1003,20250331,lunch_meeting,completed,13:00,68
813,3,1000000002,1003,20250331,call,completed,15:45,20
814,3,1000000030,1000,20250402,call,completed,12:15,28
815,3,1000000009,1005,20250402,lunch_meeting,completed,13:00,89
816,3,1000000006,1002,20250403,call,completed,09:00,43
817,3,1000000008,1007,20250403,lunch_meeting,completed,13:30,88
818,3,1000000008,1001,20250404,lunch_meeting,completed,11:45,87
819,3,1000000029,1003,20250408,call,completed,15:00,43
820,3,1000000005,1003,20250409,lunch_meeting,completed,12:15,74
821,3,1000000007,1005,20250410,lunch_meeting,completed,11:00,82
822,3,1000000019,1000,20250410,lunch_meeting,completed,12:45,73
823,3,1000000008,1004,20250414,call,completed,17:15,33
824,3,1000000028,1003,20250415,call,completed,16:45,42
825,3,1000000007,1007,20250415,lunch_meeting,completed,13:15,83
826,3,1000000014,1003,20250418,call,cancelled,08:45,16
827,3,1000000024,1000,20250422,lunch_meeting,completed,12:00,74
828,3,1000000008,1001,20250423,call,completed,14:15,19
829,3,1000000010,1003,20250424,call,completed,12:15,37
830,3,1000000028,1000,20250425,lunch_meeting,completed,11:45,65
831,3,1000000021,1007,20250428,call,cancelled,09:45,43
832,3,1000000011,1000,20250429,lunch_meeting,completed,12:15,85
833,3,1000000022,1001,20250429,lunch_meeting,completed,11:30,88
834,3,1000000012,1007,20250502,call,completed,10:00,32
835,3,1000000025,1003,20250505,call,cancelled,11:00,35
836,3,1000000016,1003,20250505,call,completed,12:45,23
837,3,1000000012,1007,20250508,lunch_meeting,completed,11:45,82
838,3,1000000015,1005,20250509,call,completed,15:00,17
839,3,1000000029,1002,20250512,lunch_meeting,cancelled,11:00,65
840,3,1000000004,1002,20250513,lunch_meeting,completed,11:00,69
841,3,1000000022,1002,20250514,lunch_meeting,completed,12:00,69
842,3,1000000021,1005,20250521,lunch_meeting,completed,13:30,85
843,3,1000000011,1007,20250521,lunch_meeting,completed,13:00,88
844,3,1000000006,1004,20250522,call,completed,12:00,19
845,3,1000000010,1007,20250523,call,completed,10:30,20
846,3,1000000023,1002,20250527,call,completed,08:30,33
847,3,1000000005,1007,20250527,lunch_meeting,completed,11:00,81
848,3,1000000012,1002,20250528,lunch_meeting,completed,11:30,63
849,3,1000000030,1007,20250530,call,cancelled,13:15,15
850,3,1000000018,1005,20250602,lunch_meeting,completed,12:15,85
851,3,1000000019,1007,20250602,lunch_meeting,completed,13:15,88
852,3,1000000018,1001,20250605,lunch_meeting,completed,13:00,74
853,3,1000000012,1001,20250605,lunch_meeting,completed,13:00,78
854,3,1000000007,1000,20250609,call,completed,15:00,31
855,3,1000000007,1007,20250610,lunch_meeting,completed,13:00,89
856,3,1000000012,1006,20250611,call,completed,14:30,27
857,3,1000000012,1000,20250611,lunch_meeting,completed,12:45,87
858,3,1000000003,1003,20250612,lunch_meeting,completed,12:45,69
859,3,1000000006,1006,20250612,lunch_meeting,completed,13:30,62
860,3,1000000016,1005,20250617,call,cancelled,17:45,17
861,3,1000000021,1004,20250619,lunch_meeting,completed,12:15,66
862,3,1000000010,1007,20250623,call,completed,12:30,30
863,3,1000000024,1007,20250624,call,completed,08:15,23
864,3,1000000010,1007,20250624,call,completed,12:45,20
865,3,1000000030,1003,20250625,call,completed,12:45,17
866,3,1000000024,1005,20250626,lunch_meeting,completed,12:45,82
867,3,1000000027,1001,20250626,lunch_meeting,completed,13:00,87
868,3,1000000006,1000,20250627,call,completed,10:30,20
869,3,1000000012,1006,20250701,lunch_meeting,completed,12:00,76
870,3,1000000006,1001,20250703,call,completed,13:30,23
871,3,1000000022,1005,20250703,call,completed,13:15,15
872,3,1000000010,1005,20250707,lunch_meeting,completed,11:00,66
873,3,1000000005,1003,20250707,call,completed,16:00,28
874,3,1000000030,1001,20250708,call,completed,08:45,26
875,3,1000000023,1005,20250709,call,completed,17:30,20
876,3,1000000010,1000,20250710,call,completed,10:15,24
877,3,1000000005,1003,20250710,call,cancelled,14:00,17
878,3,1000000025,1006,20250714,call,completed,08:00,30
879,3,1000000002,1001,20250716,lunch_meeting,completed,11:00,89
880,3,1000000007,1003,20250717,call,completed,08:00,19
881,3,1000000028,1004,20250717,lunch_meeting,completed,13:30,79
882,3,1000000019,1001,20250721,call,completed,08:15,37
883,3,1000000007,1004,20250721,call,cancelled,16:00,38
884,3,1000000028,1007,20250724,lunch_meeting,completed,11:45,81
885,3,1000000004,1002,20250724,lunch_meeting,cancelled,12:15,76
886,3,1000000004,1005,20250728,call,completed,16:15,30
887,3,1000000023,1004,20250729,call,completed,15:00,27
888,3,1000000015,1004,20250730,lunch_meeting,completed,12:30,87
889,3,1000000007,1001,20250731,lunch_meeting,cancelled,12:15,60
890,3,1000000022,1001,20250801,lunch_meeting,completed,13:30,62
891,3,1000000013,1001,20250806,call,completed,11:30,21
892,3,1000000028,1006,20250807,call,scheduled,11:45,38
893,3,1000000016,1004,20250807,lunch_meeting,scheduled,13:15,71
894,3,1000000022,1006,20250808,lunch_meeting,scheduled,13:15,64
895,3,1000000004,1001,20250811,lunch_meeting,scheduled,12:45,67
896,3,1000000005,1000,20250812,call,scheduled,08:00,30
897,3,1000000022,1000,20250812,call,scheduled,14:30,19
898,3,1000000020,1001,20250813,call,scheduled,16:45,40
899,3,1000000007,1004,20250814,lunch_meeting,scheduled,12:30,77
900,3,1000000026,1000,20250815,call,scheduled,14:00,27
901,3,1000000011,1006,20250818,lunch_meeting,scheduled,12:00,61
902,3,1000000022,1004,20250820,call,scheduled,15:45,19
903,3,1000000010,1006,20250820,lunch_meeting,scheduled,11:45,81
904,3,1000000022,1007,20250821,lunch_meeting,scheduled,13:00,76
905,3,1000000002,1006,20250821,lunch_meeting,scheduled,12:45,79
906,3,1000000025,1004,20250822,lunch_meeting,scheduled,11:00,78
